name,chr,cds_start_pos,strand,start,end,sgd_name
YNL154C,14,343637,-,343637,345278,YCK2
YNL153C,14,345670,-,345670,346060,GIM3
YNL152W,14,346314,+,346314,347544,YNL152W
YNL151C,14,347767,-,347767,348523,RPC31
YNL150W,14,349252,+,349252,349660,YNL150W
YNL149C,14,349368,-,349368,349758,YNL149C
YNL148C,14,349908,-,349908,350673,ALF1
YNL147W,14,350941,+,350941,351385,YNL147W
YNL146C-A,14,351387,-,351387,351582,YNL146C-A
YNL146W,14,351716,+,351716,352019,YNL146W
YNL145W,14,352415,+,352415,352532,MFA2
YNL144C,14,352821,-,352821,355044,YNL144C
YNL144W-A,14,353062,+,353062,353146,YNL144W-A
YNL143C,14,356795,-,356795,357188,YNL143C
YNL142W,14,357454,+,357454,358954,MEP2
YNL141W,14,359597,+,359597,360641,AAH1
YNL140C,14,360918,-,360918,361488,YNL140C
YNL139C,14,360925,-,360925,365719,RLR1
YNL138W-A,14,366034,+,366034,366414,YNL138W-A
YNL138W,14,366742,+,366742,368323,SRV2
YNL137C,14,368596,-,368596,370057,NAM9
YNL136W,14,370369,+,370369,371647,EAF7
YNL135C,14,371883,-,371883,372228,FPR1
YNL134C,14,372452,-,372452,373583,YNL134C
YNL133C,14,374172,-,374172,374694,FYV6
YNL132W,14,375322,+,375322,378493,KRE33
YNL131W,14,378768,+,378768,379227,TOM22
YNL130C,14,379559,-,379559,380833,YNL130C
YNL130C-A,14,381246,-,381246,381393,YNL130C-A
YNL129W,14,381481,+,381481,382204,NRK1
YNL128W,14,382360,+,382360,383665,TEP1
YNL127W,14,383988,+,383988,386850,FAR11
YNL126W,14,387228,+,387228,389769,SPC98
YNL125C,14,390147,-,390147,392169,ESBP6
YNL124W,14,392893,+,392893,394372,NAF1
YNL123W,14,394686,+,394686,397680,YNL123W
YNL122C,14,398024,-,398024,398372,YNL122C
YNL121C,14,398685,-,398685,400539,TOM70
YNL120C,14,401034,-,401034,401520,YNL120C
YNL119W,14,401041,+,401041,402523,NCS2
YNL118C,14,402653,-,402653,405566,DCP2
YNL117W,14,406359,+,406359,408024,MLS1
YNL116W,14,408342,+,408342,409911,DMA2
YNL115C,14,410120,-,410120,412055,YNL115C
YNL114C,14,412685,-,412685,413057,YNL114C
YNL113W,14,412772,+,412772,413201,RPC19
YNL112W,14,413640,+,413640,416283,YNL112W
YNL111C,14,416941,-,416941,417304,CYB5
YNL110C,14,417827,-,417827,418490,NOP15
YNL109W,14,418965,+,418965,419511,YNL109W
YNL108C,14,419015,-,419015,419828,YNL108C
YNL107W,14,420099,+,420099,420780,YAF9
YNL106C,14,420945,-,420945,424497,INP52
YNL105W,14,424156,+,424156,424585,YNL105W
YNL104C,14,424896,-,424896,426756,LEU4
YNL103W-A,14,426720,+,426720,426810,YNL103W-A
YNL103W,14,427736,+,427736,429755,MET4
YNL102W,14,430088,+,430088,434495,POL1
YNL101W,14,435000,+,435000,437142,AVT4
YNL100W,14,437614,+,437614,438319,YNL100W
YNL099C,14,438568,-,438568,439285,OCA1
YNL098C,14,439603,-,439603,440572,RAS2
YNL097C-B,14,440798,-,440798,440921,YNL097C-B
YNL097C,14,441367,-,441367,442360,PHO23
YNL097W-A,14,441432,+,441432,441588,YNL097W-A
YNL096C,14,443399,-,443399,444317,YNL096C
YNL095C,14,444913,-,444913,446842,YNL095C
YNL094W,14,447612,+,447612,449376,APP1
YNL093W,14,449869,+,449869,450532,YPT53
YNL092W,14,450872,+,450872,452075,YNL092W
YNL091W,14,452409,+,452409,456132,NST1
YNL090W,14,456566,+,456566,457145,RHO2
YNL089C,14,456694,-,456694,457171,YNL089C
YNL088W,14,457705,+,457705,461992,TOP2
YNL087W,14,462412,+,462412,465949,TCB2
YNL086W,14,466335,+,466335,466644,YNL086W
YNL085W,14,467132,+,467132,469625,MKT1
YNL084C,14,470054,-,470054,471104,END3
YNL083W,14,471378,+,471378,473016,SAL1
YNL082W,14,473391,+,473391,476013,YNL082W
YNL081C,14,476188,-,476188,476620,YNL081C
YNL080C,14,476932,-,476932,478033,YNL080C
YNL079C,14,478566,-,478566,479166,TPM1
YNL078W,14,479768,+,479768,480992,NIS1
YNL077W,14,481391,+,481391,482978,APJ1
YNL076W,14,483556,+,483556,485311,MKS1
YNL075W,14,485607,+,485607,486480,IMP4
YNL074C,14,486766,-,486766,488125,MLF3
YNL073W,14,488386,+,488386,490117,MSK1
YNL072W,14,490317,+,490317,491241,RNH201
YNL071W,14,491523,+,491523,492972,LAT1
YNL070W,14,493366,+,493366,493549,TOM7
YNL069C,14,493956,-,493956,495002,YNL069C
YNL068C,14,495701,-,495701,498290,FKH2
YNL067W-A,14,498538,+,498538,498685,YNL067W-A
YNL067W-B,14,499417,+,499417,499558,YNL067W-B
YNL067W,14,499681,+,499681,500257,RPL9B
YNL066W,14,501515,+,501515,502778,SUN4
YNL065W,14,503724,+,503724,505485,AQR1
YNL064C,14,505868,-,505868,507098,YDJ1
YNL063W,14,507758,+,507758,508703,YNL063W
YNL062C,14,508776,-,508776,510213,GCD10
YNL061W,14,510540,+,510540,512397,NOP2
YNL059C,14,512668,-,512668,514936,ARP5
YNL058C,14,515763,-,515763,516714,YNL058C
YNL057W,14,516403,+,516403,516736,YNL057W
YNL056W,14,517249,+,517249,517843,YNL056W
YNL055C,14,517994,-,517994,518846,POR1
YNL054W-B,14,519456,+,519456,524707,YNL054W-B
YNL054W-A,14,519456,+,519456,520779,YNL054W-A
YNL054W,14,526086,+,526086,529584,VAC7
YNL053W,14,529942,+,529942,531412,MSG5
YNL052W,14,531725,+,531725,532187,COX5A
YNL051W,14,532659,+,532659,533871,COG5
YNL050C,14,534079,-,534079,534983,YNL050C
YNL049C,14,535281,-,535281,537912,SFB2
YNL048W,14,538173,+,538173,539820,ALG11
YNL047C,14,539911,-,539911,541882,SLM2
YNL046W,14,542304,+,542304,542823,YNL046W
YNL045W,14,542963,+,542963,544979,YNL045W
YNL044W,14,545268,+,545268,545878,YNL044W
YNL043C,14,545589,-,545589,545910,YNL043C
YNL042W-B,14,547113,+,547113,547371,YNL042W-B
YNL042W,14,548100,+,548100,549291,YNL042W
YNL041C,14,549468,-,549468,551988,COG6
YNL040W,14,553380,+,553380,554751,YNL040W
YNL039W,14,555048,+,555048,556833,BDP1
YNL038W,14,557020,+,557020,557784,YNL038W
YNL037C,14,557920,-,557920,559003,IDH1
YNL036W,14,559814,+,559814,560480,NCE103
YNL035C,14,568522,-,568522,569692,YNL035C
YNL034W,14,570477,+,570477,572316,YNL034W
YNL033W,14,572999,+,572999,573854,YNL033W
YNL032W,14,574506,+,574506,575352,SIW14
YNL031C,14,575640,-,575640,576051,HHT2
YNL030W,14,576727,+,576727,577039,HHF2
YNL029C,14,577205,-,577205,578774,KTR5
YNL028W,14,578679,+,578679,578997,YNL028W
YNL027W,14,579580,+,579580,581617,CRZ1
YNL026W,14,581920,+,581920,583375,SAM50
YNL025C,14,584320,-,584320,585292,SSN8
YNL024C-A,14,586602,-,586602,586821,YNL024C-A
YNL024C,14,587107,-,587107,587848,YNL024C
YNL023C,14,588263,-,588263,591161,FAP1
YNL022C,14,591427,-,591427,592900,YNL022C
YNL021W,14,593227,+,593227,595348,HDA1
YNL020C,14,595623,-,595623,597540,ARK1
YNL019C,14,598376,-,598376,599231,YNL019C
YNL018C,14,599936,-,599936,601775,YNL018C
YNL017C,14,602138,-,602138,602477,YNL017C
YNL016W,14,602907,+,602907,604269,PUB1
YNL015W,14,605384,+,605384,605612,PBI2
YNL014W,14,606319,+,606319,609454,HEF3
YNL013C,14,609133,-,609133,609511,YNL013C
YNL012W,14,609686,+,609686,611666,YNL012W
YNL011C,14,611836,-,611836,613171,YNL011C
YNL010W,14,613635,+,613635,614361,YNL010W
YNL009W,14,614821,+,614821,616084,IDP3
YNL008C,14,616211,-,616211,618221,ASI3
YNL007C,14,618508,-,618508,619567,SIS1
YNL006W,14,620068,+,620068,620980,LST8
YNL005C,14,621314,-,621314,622430,MRP7
YNL004W,14,622916,+,622916,624623,HRB1
YNL003C,14,624976,-,624976,625831,PET8
YNL002C,14,626175,-,626175,627144,RLP7
YNL001W,14,627457,+,627457,628618,DOM34
YNR001C,14,629623,-,629623,631063,CIT1
YNR001W-A,14,631264,+,631264,631483,YNR001W-A
YNR002C,14,633009,-,633009,633858,FUN34
YNR003C,14,634345,-,634345,635299,RPC34
YNR003W-A,14,634421,+,634421,634520,YNR003W-A
YNR004W,14,635944,+,635944,636385,YNR004W
YNR005C,14,636932,-,636932,637337,YNR005C
YNR006W,14,636987,+,636987,638856,VPS27
YNR007C,14,639183,-,639183,640116,ATG3
YNR008W,14,640397,+,640397,642383,LRO1
YNR009W,14,642691,+,642691,643441,YNR009W
YNR010W,14,643745,+,643745,644195,CSE2
YNR011C,14,644321,-,644321,646952,PRP2
YNR012W,14,647433,+,647433,648939,URK1
YNR013C,14,649029,-,649029,651714,PHO91
YNR014W,14,652466,+,652466,653105,YNR014W
YNR015W,14,653388,+,653388,654543,SMM1
YNR016C,14,654674,-,654674,661376,ACC1
YNR017W,14,662914,+,662914,663583,MAS6
YNR018W,14,664271,+,664271,664946,YNR018W
YNR019W,14,665340,+,665340,667269,ARE2
YNR020C,14,667411,-,667411,668224,YNR020C
YNR021W,14,668378,+,668378,669593,YNR021W
YNR022C,14,669775,-,669775,670195,MRPL50
YNR023W,14,670419,+,670419,672120,SNF12
YNR024W,14,672410,+,672410,672971,YNR024W
YNR025C,14,672703,-,672703,673063,YNR025C
YNR026C,14,673275,-,673275,674691,SEC12
YNR027W,14,674924,+,674924,675878,BUD17
YNR028W,14,676178,+,676178,677105,CPR8
YNR029C,14,677200,-,677200,678490,YNR029C
YNR030W,14,678800,+,678800,680456,ECM39
YNR031C,14,680695,-,680695,685435,SSK2
YNR032W,14,686011,+,686011,687118,PPG1
YNR032C-A,14,687244,-,687244,687466,HUB1
YNR033W,14,687636,+,687636,690000,ABZ1
YNR034W,14,690322,+,690322,691288,SOL1
YNR034W-A,14,692562,+,692562,692859,YNR034W-A
YNR035C,14,693020,-,693020,694049,ARC35
YNR036C,14,694362,-,694362,694824,YNR036C
YNR037C,14,695053,-,695053,695329,RSM19
YNR038W,14,695596,+,695596,697486,DBP6
YNR039C,14,697615,-,697615,699433,ZRG17
YNR040W,14,699691,+,699691,700462,YNR040W
YNR041C,14,700542,-,700542,701661,COQ2
YNR042W,14,701239,+,701239,701668,YNR042W
YNR043W,14,701896,+,701896,703087,MVD1
YNR044W,14,703700,+,703700,705878,AGA1
YNR045W,14,706140,+,706140,707610,PET494
YNR046W,14,707789,+,707789,708197,YNR046W
YNR047W,14,708524,+,708524,711206,YNR047W
YNR048W,14,711631,+,711631,712813,YNR048W
YNR049C,14,713024,-,713024,713657,MSO1
YNR050C,14,714049,-,714049,715390,LYS9
YNR051C,14,716781,-,716781,718329,BRE5
YNR052C,14,719347,-,719347,720649,POP2
YNR053C,14,721121,-,721121,723113,YNR053C
YNR054C,14,723356,-,723356,724307,YNR054C
YNR055C,14,728426,-,728426,730187,HOL1
YNR056C,14,731617,-,731617,733303,BIO5
YNR057C,14,733355,-,733355,734069,BIO4
YNR058W,14,734290,+,734290,735733,BIO3
YNR059W,14,736802,+,736802,738545,MNT4
YNR060W,14,739950,+,739950,742110,FRE4
YNR061C,14,742880,-,742880,743540,YNR061C
YNR062C,14,744359,-,744359,745343,YNR062C
YNR063W,14,746942,+,746942,748766,YNR063W
YNR064C,14,749135,-,749135,750008,YNR064C
YNR065C,14,750349,-,750349,753700,YNR065C
YNR066C,14,753724,-,753724,755035,YNR066C
YNR067C,14,755745,-,755745,759099,DSE4
YNR068C,14,760066,-,760066,760885,YNR068C
YNR069C,14,761122,-,761122,762592,BSC5
YNR070W,14,765374,+,765374,769376,YNR070W
YNR071C,14,770439,-,770439,771468,YNR071C
YNR072W,14,772656,+,772656,774351,HXT17
YNR073C,14,774791,-,774791,776300,YNR073C
YNR074C,14,777601,-,777601,778738,YNR074C
YNR075W,14,779915,+,779915,781040,COS10
YNR075C-A,14,781510,-,781510,781603,YNR075C-A
YNR076W,14,781917,+,781917,782280,PAU6
YNR077C,14,783286,-,783286,783541,YNR077C
YOL166W-A,15,584,+,584,740,YOL166W-A
YOL166C,15,999,-,999,1338,YOL166C
YOL165C,15,1646,-,1646,2078,AAD15
YOL164W-A,15,4129,+,4129,4312,YOL164W-A
YOL164W,15,6174,+,6174,8115,YOL164W
YOL163W,15,9595,+,9595,10105,YOL163W
YOL162W,15,10117,+,10117,10765,YOL162W
YOL161C,15,11547,-,11547,11910,YOL161C
YOL160W,15,14311,+,14311,14653,YOL160W
YOL159C-A,15,15231,-,15231,15504,YOL159C-A
YOL159C,15,17279,-,17279,17795,YOL159C
YOL158C,15,19489,-,19489,21310,ENB1
YOL157C,15,22523,-,22523,24293,YOL157C
YOL156W,15,25271,+,25271,26975,HXT11
YOL155W-A,15,27082,+,27082,27217,YOL155W-A
YOL155C,15,28701,-,28701,31605,YOL155C
YOL154W,15,34656,+,34656,35406,ZPS1
YOL153C,15,36820,-,36820,38566,YOL153C
YOL152W,15,40746,+,40746,42609,FRE7
YOL151W,15,43692,+,43692,44721,GRE2
YOL150C,15,44471,-,44471,44783,YOL150C
YOL149W,15,44936,+,44936,45632,DCP1
YOL148C,15,45758,-,45758,47573,SPT20
YOL147C,15,47931,-,47931,48642,PEX11
YOL146W,15,48862,+,48862,49447,YOL146W
YOL145C,15,49553,-,49553,52787,CTR9
YOL144W,15,53096,+,53096,54551,NOP8
YOL143C,15,54593,-,54593,55103,RIB4
YOL142W,15,55556,+,55556,56279,RRP40
YOL141W,15,56450,+,56450,58538,PPM2
YOL140W,15,58758,+,58758,60030,ARG8
YOL139C,15,60382,-,60382,61024,CDC33
YOL138C,15,61324,-,61324,65350,YOL138C
YOL137W,15,65620,+,65620,67114,BSC6
YOL136C,15,67560,-,67560,68754,PFK27
YOL135C,15,69375,-,69375,70044,MED7
YOL134C,15,70155,-,70155,70545,YOL134C
YOL133W,15,70324,+,70324,70690,HRT1
YOL132W,15,71299,+,71299,72715,GAS4
YOL131W,15,73030,+,73030,73357,YOL131W
YOL130W,15,74399,+,74399,76979,ALR1
YOL129W,15,77559,+,77559,78114,VPS68
YOL128C,15,78351,-,78351,79479,YGK3
YOL127W,15,80347,+,80347,81190,YOL127W
YOL126C,15,81786,-,81786,82920,MDH2
YOL125W,15,83833,+,83833,85264,YOL125W
YOL124C,15,85455,-,85455,86757,YOL124C
YOL123W,15,87843,+,87843,89448,HRP1
YOL122C,15,89691,-,89691,91419,SMF1
YOL121C,15,92025,-,92025,92850,YOL121C
YOL120C,15,93394,-,93394,94402,YOL120C
YOL119C,15,94855,-,94855,96361,MCH4
YOL118C,15,96607,-,96607,96916,YOL118C
YOL117W,15,97550,+,97550,99488,RRI2
YOL116W,15,99808,+,99808,100957,MSN1
YOL115W,15,101474,+,101474,103229,TRF4
YOL114C,15,103316,-,103316,103925,YOL114C
YOL113W,15,104325,+,104325,106293,SKM1
YOL112W,15,106709,+,106709,108188,MSB4
YOL111C,15,108257,-,108257,108896,YOL111C
YOL110W,15,109175,+,109175,109889,SHR5
YOL109W,15,110296,+,110296,110638,ZEO1
YOL108C,15,111430,-,111430,111886,INO4
YOL107W,15,112101,+,112101,113130,YOL107W
YOL106W,15,113225,+,113225,113579,YOL106W
YOL105C,15,114137,-,114137,115808,WSC3
YOL104C,15,116395,-,116395,117454,NDJ1
YOL103W-B,15,117999,+,117999,123268,YOL103W-B
YOL103W-A,15,117999,+,117999,119322,YOL103W-A
YOL103W,15,124000,+,124000,125830,YOL103W
YOL102C,15,125996,-,125996,126689,TPT1
YOL101C,15,126981,-,126981,127920,IZH4
YOL100W,15,129236,+,129236,132482,PKH2
YOL099C,15,132016,-,132016,132508,YOL099C
YOL098C,15,132724,-,132724,135838,YOL098C
YOL097W-A,15,136219,+,136219,136405,YOL097W-A
YOL097C,15,136526,-,136526,137825,WRS1
YOL096C,15,138106,-,138106,139045,YOL096C
YOL095C,15,139226,-,139226,141347,HMI1
YOL094C,15,141583,-,141583,142555,RFC4
YOL093W,15,142814,+,142814,143696,TRM10
YOL092W,15,144203,+,144203,145130,YOL092W
YOL091W,15,145333,+,145333,147163,SPO21
YOL090W,15,147381,+,147381,150276,MSH2
YOL089C,15,150397,-,150397,153490,HAL9
YOL088C,15,153911,-,153911,154745,MPD2
YOL087C,15,155286,-,155286,158637,YOL087C
YOL086W-A,15,159172,+,159172,159445,YOL086W-A
YOL086C,15,159547,-,159547,160594,ADH1
YOL085W-A,15,161578,+,161578,161791,YOL085W-A
YOL085C,15,161672,-,161672,162014,YOL085C
YOL084W,15,162355,+,162355,165331,PHM7
YOL083W,15,165713,+,165713,166952,YOL083W
YOL083C-A,15,166460,-,166460,166601,YOL083C-A
YOL082W,15,168726,+,168726,169974,ATG19
YOL081W,15,171069,+,171069,180309,IRA2
YOL080C,15,180557,-,180557,181427,REX4
YOL079W,15,181056,+,181056,181455,YOL079W
YOL078W,15,181681,+,181681,185212,AVO1
YOL077W-A,15,185437,+,185437,185644,ATP19
YOL077C,15,185847,-,185847,186723,BRX1
YOL076W,15,187023,+,187023,189414,MDM20
YOL075C,15,189657,-,189657,193542,YOL075C
YOL073C,15,193831,-,193831,194800,YOL073C
YOL072W,15,194969,+,194969,196337,THP1
YOL071W,15,196506,+,196506,196995,EMI5
YOL070C,15,197219,-,197219,198725,YOL070C
YOL069W,15,198941,+,198941,200297,NUF2
YOL068C,15,200367,-,200367,201879,HST1
YOL067C,15,201984,-,201984,202518,RTG1
YOL066C,15,202695,-,202695,204471,RIB2
YOL065C,15,204730,-,204730,205885,INP54
YOL064C,15,206102,-,206102,207176,MET22
YOL063C,15,207391,-,207391,210265,YOL063C
YOL062C,15,210519,-,210519,211995,APM4
YOL061W,15,212243,+,212243,213734,PRS5
YOL060C,15,214016,-,214016,216137,MAM3
YOL059W,15,217125,+,217125,218448,GPD2
YOL058W,15,219209,+,219209,220472,ARG1
YOL057W,15,220765,+,220765,222901,YOL057W
YOL056W,15,223266,+,223266,224178,GPM3
YOL055C,15,224418,-,224418,226074,THI20
YOL054W,15,228612,+,228612,229833,YOL054W
YOL053W,15,230083,+,230083,231271,YOL053W
YOL052C-A,15,231568,-,231568,231754,DDR2
YOL052C,15,232444,-,232444,233635,SPE2
YOL051W,15,234938,+,234938,238184,GAL11
YOL050C,15,237880,-,237880,238201,YOL050C
YOL049W,15,238617,+,238617,240093,GSH2
YOL048C,15,240202,-,240202,241309,YOL048C
YOL047C,15,241612,-,241612,242746,YOL047C
YOL046C,15,243464,-,243464,244139,YOL046C
YOL045W,15,243495,+,243495,246801,PSK2
YOL044W,15,247148,+,247148,248300,PEX15
YOL043C,15,248390,-,248390,249533,NTG2
YOL042W,15,249823,+,249823,250915,NGL1
YOL041C,15,251265,-,251265,252645,NOP12
YOL040C,15,253147,-,253147,253576,RPS15
YOL039W,15,254295,+,254295,254616,RPP2A
YOL038C-A,15,254924,-,254924,255020,YOL038C-A
YOL038W,15,255335,+,255335,256100,PRE6
YOL037C,15,256664,-,256664,257018,YOL037C
YOL036W,15,256743,+,256743,259029,YOL036W
YOL035C,15,258801,-,258801,259104,YOL035C
YOL034W,15,259923,+,259923,263205,SMC5
YOL033W,15,263475,+,263475,265086,MSE1
YOL032W,15,265429,+,265429,266170,YOL032W
YOL031C,15,266264,-,266264,267530,SIL1
YOL030W,15,268187,+,268187,269642,GAS5
YOL029C,15,269815,-,269815,270421,YOL029C
YOL028C,15,270633,-,270633,271371,YAP7
YOL027C,15,272003,-,272003,273725,MDM38
YOL026C,15,274012,-,274012,274354,MIM1
YOL025W,15,274957,+,274957,276940,LAG2
YOL024W,15,277086,+,277086,277605,YOL024W
YOL023W,15,278056,+,278056,280087,IFM1
YOL022C,15,280272,-,280272,281499,YOL022C
YOL021C,15,282421,-,282421,285427,DIS3
YOL020W,15,286172,+,286172,287951,TAT2
YOL019W-A,15,288420,+,288420,288573,YOL019W-A
YOL019W,15,288898,+,288898,290554,YOL019W
YOL018C,15,290881,-,290881,292075,TLG2
YOL017W,15,292529,+,292529,294674,ESC8
YOL016C,15,294777,-,294777,296121,CMK2
YOL015W,15,297078,+,297078,298839,YOL015W
YOL014W,15,299693,+,299693,300068,YOL014W
YOL013W-B,15,300690,+,300690,300981,YOL013W-B
YOL013W-A,15,301047,+,301047,301239,YOL013W-A
YOL013C,15,301380,-,301380,303036,HRD1
YOL012C,15,303579,-,303579,303984,HTZ1
YOL011W,15,305349,+,305349,307410,PLB3
YOL010W,15,307938,+,307938,309042,RCL1
YOL009C,15,309324,-,309324,310140,MDM12
YOL008W,15,310312,+,310312,310936,YOL008W
YOL007C,15,311342,-,311342,312368,YOL007C
YOL006C,15,313078,-,313078,315388,TOP1
YOL005C,15,315813,-,315813,316176,RPB11
YOL004W,15,316938,+,316938,321549,SIN3
YOL003C,15,321858,-,321858,322995,YOL003C
YOL002C,15,323411,-,323411,324365,YOL002C
YOL001W,15,325249,+,325249,326131,PHO80
YOR001W,15,326832,+,326832,329034,RRP6
YOR002W,15,329417,+,329417,331052,ALG6
YOR003W,15,331455,+,331455,332892,YSP3
YOR004W,15,333592,+,333592,334357,YOR004W
YOR005C,15,334509,-,334509,337344,DNL4
YOR006C,15,337680,-,337680,338622,YOR006C
YOR007C,15,338938,-,338938,339979,SGT2
YOR008C,15,341278,-,341278,342415,SLG1
YOR008C-A,15,342857,-,342857,343082,YOR008C-A
YOR008W-B,15,343928,+,343928,344030,YOR008W-B
YOR009W,15,344334,+,344334,345798,TIR4
YOR010C,15,346194,-,346194,346950,TIR2
YOR011W,15,349678,+,349678,353863,AUS1
YOR011W-A,15,355651,+,355651,355858,YOR011W-A
YOR012W,15,356542,+,356542,356956,YOR012W
YOR013W,15,356750,+,356750,357221,YOR013W
YOR014W,15,357673,+,357673,359947,RTS1
YOR015W,15,359992,+,359992,360352,YOR015W
YOR016C,15,360460,-,360460,361084,ERP4
YOR017W,15,361411,+,361411,363814,PET127
YOR018W,15,364368,+,364368,366882,ROD1
YOR019W,15,368126,+,368126,370319,YOR019W
YOR020C,15,370523,-,370523,370844,HSP10
YOR020W-A,15,371684,+,371684,371957,YOR020W-A
YOR021C,15,372797,-,372797,373439,YOR021C
YOR022C,15,373709,-,373709,375857,YOR022C
YOR023C,15,376011,-,376011,377712,AHC1
YOR024W,15,377846,+,377846,378170,YOR024W
YOR025W,15,378218,+,378218,379562,HST3
YOR026W,15,379780,+,379780,380806,BUB3
YOR027W,15,381052,+,381052,382822,STI1
YOR028C,15,383532,-,383532,384420,CIN5
YOR029W,15,384599,+,384599,384935,YOR029W
YOR030W,15,386824,+,386824,388684,DFG16
YOR031W,15,389212,+,389212,389422,YOR031W
YOR032C,15,389770,-,389770,391075,HMS1
YOR032W-A,15,392175,+,392175,392376,YOR032W-A
YOR033C,15,392415,-,392415,394524,EXO1
YOR034C,15,394836,-,394836,397086,AKR2
YOR034C-A,15,397425,-,397425,397668,YOR034C-A
YOR035C,15,397734,-,397734,400104,SHE4
YOR036W,15,400347,+,400347,401214,PEP12
YOR037W,15,401554,+,401554,402655,YOR037W
YOR038C,15,402760,-,402760,405388,HIR2
YOR039W,15,405767,+,405767,406544,CKB2
YOR040W,15,407063,+,407063,407921,GLO4
YOR041C,15,408357,-,408357,408789,YOR041C
YOR042W,15,408424,+,408424,409660,CUE5
YOR043W,15,410869,+,410869,412330,WHI2
YOR044W,15,413006,+,413006,413480,YOR044W
YOR045W,15,413851,+,413851,414037,TOM6
YOR046C,15,414459,-,414459,415908,DBP5
YOR047C,15,416347,-,416347,417682,STD1
YOR048C,15,418630,-,418630,421651,RAT1
YOR049C,15,422668,-,422668,423733,RSB1
YOR050C,15,424271,-,424271,424619,YOR050C
YOR051C,15,424847,-,424847,426086,YOR051C
YOR052C,15,426773,-,426773,427226,YOR052C
YOR053W,15,427818,+,427818,428160,YOR053W
YOR054C,15,427834,-,427834,429859,VHS3
YOR055W,15,429479,+,429479,429914,YOR055W
YOR056C,15,430248,-,430248,431628,NOB1
YOR057W,15,432187,+,432187,433375,SGT1
YOR058C,15,433689,-,433689,436347,ASE1
YOR059C,15,438907,-,438907,440260,YOR059C
YOR060C,15,440391,-,440391,441165,YOR060C
YOR061W,15,441535,+,441535,442555,CKA2
YOR062C,15,442726,-,442726,443533,YOR062C
YOR063W,15,444687,+,444687,445851,RPL3
YOR064C,15,446080,-,446080,446740,YNG1
YOR065W,15,447440,+,447440,448370,CYT1
YOR066W,15,449437,+,449437,451327,YOR066W
YOR067C,15,451730,-,451730,453464,ALG8
YOR069W,15,453769,+,453769,455797,VPS5
YOR068C,15,453870,-,453870,454215,VAM10
YOR070C,15,455908,-,455908,457822,GYP1
YOR071C,15,459481,-,459481,461278,YOR071C
YOR072W,15,461503,+,461503,461818,YOR072W
YOR072W-A,15,461792,+,461792,462041,YOR072W-A
YOR072W-B,15,464470,+,464470,464632,YOR072W-B
YOR073W,15,464772,+,464772,466545,SGO1
YOR074C,15,466676,-,466676,467591,YOR074C
YOR073W-A,15,467391,+,467391,467625,YOR073W-A
YOR075W,15,468213,+,468213,469254,UFE1
YOR076C,15,469378,-,469378,471622,SKI7
YOR077W,15,471900,+,471900,472599,RTS2
YOR078W,15,472726,+,472726,473371,BUD21
YOR079C,15,473476,-,473476,474418,ATX2
YOR080W,15,474553,+,474553,476794,DIA2
YOR081C,15,476940,-,476940,479190,YOR081C
YOR082C,15,479297,-,479297,479639,YOR082C
YOR083W,15,479534,+,479534,480422,WHI5
YOR084W,15,480588,+,480588,481752,YOR084W
YOR085W,15,482034,+,482034,483087,OST3
YOR086C,15,483220,-,483220,486781,TCB1
YOR087W,15,487708,+,487708,489736,YVC1
YOR089C,15,490197,-,490197,490830,VPS21
YOR090C,15,491124,-,491124,492843,PTC5
YOR091W,15,493433,+,493433,494471,YOR091W
YOR092W,15,495127,+,495127,496969,ECM3
YOR093C,15,497506,-,497506,502453,YOR093C
YOR094W,15,502795,+,502795,503347,ARF3
YOR095C,15,503552,-,503552,504329,RKI1
YOR096W,15,505794,+,505794,506768,YOR096W
YOR097C,15,506978,-,506978,507506,YOR097C
YOR098C,15,507948,-,507948,511179,NUP1
YOR099W,15,511825,+,511825,513007,KTR1
YOR100C,15,513295,-,513295,514279,CRC1
YOR101W,15,515244,+,515244,516174,RAS1
YOR102W,15,516423,+,516423,516774,YOR102W
YOR103C,15,516449,-,516449,516842,YOR103C
YOR104W,15,517642,+,517642,518491,PIN2
YOR105W,15,518195,+,518195,518522,YOR105W
YOR106W,15,519121,+,519121,519973,VAM3
YOR107W,15,521353,+,521353,522283,RGS2
YOR108W,15,523027,+,523027,524842,LEU9
YOR108C-A,15,524605,-,524605,524815,YOR108C-A
YOR109W,15,525278,+,525278,528602,INP53
YOR110W,15,528941,+,528941,530249,TFC7
YOR111W,15,530429,+,530429,531128,YOR111W
YOR112W,15,531508,+,531508,533794,YOR112W
YOR113W,15,534075,+,534075,536820,AZF1
YOR114W,15,537570,+,537570,538455,YOR114W
YOR115C,15,538659,-,538659,539466,TRS33
YOR116C,15,539763,-,539763,544146,RPO31
YOR117W,15,545029,+,545029,546334,RPT5
YOR118W,15,546857,+,546857,548561,YOR118W
YOR119C,15,548792,-,548792,550247,RIO1
YOR120W,15,551114,+,551114,552053,GCY1
YOR121C,15,551798,-,551798,552104,YOR121C
YOR122C,15,552298,-,552298,552888,YOR122C
YOR123C,15,553176,-,553176,554571,LEO1
YOR124C,15,554824,-,554824,558643,UBP2
YOR125C,15,559030,-,559030,559732,YOR125C
YOR126C,15,559961,-,559961,560678,IAH1
YOR127W,15,561170,+,561170,564194,RGA1
YOR128C,15,564476,-,564476,566192,ADE2
